ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount,RefundStatus
5501,63458,10/7/2025,Missing Parts,12934.2,Refunded
5502,4050,5/11/2024,Damaged Product,17756.77,Refunded
5503,29753,9/23/2025,Changed Mind,19200.64,Refunded
5504,31886,4/25/2024,Late Delivery,10632.71,Refunded
5505,38558,6/26/2025,Damaged Product,27472.37,Refunded
5506,19430,6/2/2024,Changed Mind,810.18,Pending
5507,89008,6/3/2022,Product Not as Described,20929.97,Refunded
5508,87023,8/19/2024,Missing Parts,2873.52,Refunded
5509,65844,12/4/2025,Late Delivery,35117.13,Refunded
5510,20508,5/8/2023,Damaged Product,46619.61,Rejected
5511,54826,4/7/2022,Late Delivery,46216.95,Refunded
5512,42082,6/16/2024,Duplicate Order,47802.51,Pending
5513,58884,4/29/2024,Damaged Product,15098.71,Pending
5514,90823,8/1/2023,Wrong Item Delivered,40762.96,Processed
5515,35267,9/18/2024,Late Delivery,42947.89,Refunded
5516,27870,6/7/2023,Quality Issue,24291.04,Pending
5517,37604,10/2/2024,Missing Parts,15890.09,Refunded
5518,23890,5/12/2026,Product Not as Described,29511.05,Refunded
5519,5178,5/18/2024,Missing Parts,34335.97,Pending
5520,12509,3/19/2024,Changed Mind,31543.95,Refunded
5521,63645,4/10/2022,Duplicate Order,5669.74,Refunded
5522,78256,1/12/2026,Defective Item,10553.41,Refunded
5523,62805,8/2/2024,Size Issue,15848.61,Processed
5524,43006,3/14/2024,Damaged Product,16995.56,Rejected
5525,67003,2/21/2024,Missing Parts,45077,Refunded
5526,47403,5/16/2024,Quality Issue,24410.05,Pending
5527,76211,10/29/2022,Late Delivery,5244.33,Pending
5528,24072,11/27/2025,Damaged Product,21157.52,Refunded
5529,81611,4/30/2024,Damaged Product,43201.21,Refunded
5530,17732,1/21/2025,Quality Issue,47925,Refunded
5531,13784,4/5/2026,Late Delivery,654.91,Refunded
5532,61644,11/18/2022,Changed Mind,28294.53,Refunded
5533,35311,3/21/2024,Duplicate Order,48792.66,Refunded
5534,21405,2/18/2026,Quality Issue,1075.89,Refunded
5535,26580,1/18/2025,Late Delivery,38919.18,Refunded
5536,16461,1/12/2026,Duplicate Order,46487.13,Refunded
5537,57783,8/9/2023,Product Not as Described,10532.48,Refunded
5538,5418,7/25/2022,Quality Issue,27940,Refunded
5539,2773,10/5/2024,Damaged Product,30150.36,Refunded
5540,91528,9/25/2024,Changed Mind,44264.38,Pending
5541,47402,1/2/2025,Damaged Product,3825.56,Refunded
5542,49132,8/4/2025,Damaged Product,16158.42,Refunded
5543,3650,11/15/2025,Missing Parts,14687.09,Refunded
5544,20773,4/9/2024,Missing Parts,9372.61,Refunded
5545,32998,5/26/2024,Damaged Product,34991.19,Refunded
5546,27001,11/13/2025,Late Delivery,6504.81,Rejected
5547,258,2/1/2022,Quality Issue,26108.6,Processed
5548,23913,12/22/2023,Missing Parts,43161.8,Pending
5549,51911,5/7/2023,Missing Parts,36662.32,Refunded
5550,40971,4/27/2022,Missing Parts,45123.92,Refunded
5551,27166,11/29/2023,Late Delivery,22499.47,Refunded
5552,427,3/28/2024,Damaged Product,25999.36,Refunded
5553,64172,12/12/2025,Product Not as Described,15868.31,Refunded
5554,49983,6/1/2023,Missing Parts,9123.83,Rejected
5555,58752,8/2/2022,Changed Mind,36966.16,Refunded
5556,68747,12/29/2022,Missing Parts,4601.19,Refunded
5557,22781,10/27/2022,Size Issue,12197.28,Processed
5558,94371,4/30/2023,Duplicate Order,5108.09,Refunded
5559,54734,12/17/2022,Duplicate Order,48656.58,Processed
5560,93451,2/18/2023,Defective Item,26279.03,Pending
5561,48396,4/3/2023,Damaged Product,468.66,Refunded
5562,96941,3/9/2024,Changed Mind,8819.94,Refunded
5563,14070,1/16/2025,Duplicate Order,41660.82,Refunded
5564,86295,7/18/2025,Changed Mind,2621.32,Processed
5565,22653,2/9/2025,Duplicate Order,38467.4,Pending
5566,96550,10/29/2022,Quality Issue,12599.97,Refunded
5567,67131,7/28/2024,Size Issue,18915.25,Pending
5568,20383,1/26/2024,Wrong Item Delivered,38359.94,Refunded
5569,99925,2/19/2024,Changed Mind,30233.17,Pending
5570,46161,3/6/2024,Changed Mind,30275.72,Refunded
5571,31069,5/12/2022,Quality Issue,49705.51,Refunded
5572,73876,10/9/2023,Quality Issue,7798.42,Refunded
5573,19185,7/11/2022,Late Delivery,418.8,Refunded
5574,10886,1/11/2023,Size Issue,26258.35,Refunded
5575,93371,11/14/2022,Late Delivery,27557.38,Refunded
5576,9505,6/17/2024,Wrong Item Delivered,48296.08,Refunded
5577,13203,6/27/2024,Changed Mind,20146.13,Refunded
5578,68549,9/25/2025,Product Not as Described,43552.37,Refunded
5579,53791,12/26/2022,Late Delivery,34162.73,Refunded
5580,81273,4/30/2024,Changed Mind,15095.49,Refunded
5581,36237,3/9/2024,Damaged Product,44966.09,Refunded
5582,62029,5/11/2024,Missing Parts,40484.11,Pending
5583,77028,2/1/2023,Size Issue,14928.94,Refunded
5584,64780,4/17/2023,Quality Issue,9768.2,Rejected
5585,21923,1/20/2024,Late Delivery,40457.66,Processed
5586,59540,10/21/2023,Wrong Item Delivered,19785.72,Pending
5587,69822,5/10/2025,Damaged Product,29165.09,Refunded
5588,55847,1/6/2025,Changed Mind,42236.27,Refunded
5589,28886,5/1/2024,Size Issue,23817.13,Pending
5590,88565,1/30/2025,Damaged Product,34664.61,Refunded
5591,62874,7/23/2023,Size Issue,31766.47,Refunded
5592,13428,3/25/2025,Size Issue,13718.66,Refunded
5593,50567,3/26/2023,Size Issue,4628.92,Refunded
5594,80411,11/16/2022,Quality Issue,20674.37,Refunded
5595,89713,7/3/2022,Defective Item,41421.58,Pending
5596,7476,4/18/2026,Defective Item,24940.66,Refunded
5597,14700,8/14/2022,Late Delivery,19486.56,Refunded
5598,85353,10/29/2023,Quality Issue,19067.03,Refunded
5599,99414,12/4/2023,Defective Item,36659.44,Refunded
5600,66865,10/7/2022,Missing Parts,40986.26,Refunded
5601,78205,10/21/2022,Quality Issue,1354.69,Refunded
5602,16393,9/15/2025,Late Delivery,46666.02,Refunded
5603,79473,12/15/2025,Late Delivery,32797.17,Refunded
5604,48148,10/17/2025,Quality Issue,48574.28,Refunded
5605,9498,8/2/2022,Defective Item,5026.28,Refunded
5606,94653,7/9/2025,Product Not as Described,23117.48,Refunded
5607,42893,3/19/2023,Size Issue,45805.12,Rejected
5608,98694,8/5/2023,Missing Parts,10786.59,Pending
5609,41755,5/24/2022,Quality Issue,43922.01,Refunded
5610,17054,5/2/2024,Wrong Item Delivered,14494.69,Pending
5611,93925,4/14/2025,Changed Mind,35024.47,Refunded
5612,7003,7/6/2024,Wrong Item Delivered,13856.7,Pending
5613,50917,2/10/2025,Defective Item,9603.59,Refunded
5614,16693,12/1/2022,Damaged Product,33751.14,Refunded
5615,13997,5/3/2025,Wrong Item Delivered,31395.11,Refunded
5616,98940,2/7/2025,Duplicate Order,1150.77,Pending
5617,52091,12/14/2022,Defective Item,10830,Refunded
5618,4899,11/12/2022,Quality Issue,47132.86,Pending
5619,57858,12/23/2022,Product Not as Described,31011.85,Pending
5620,34500,10/25/2022,Damaged Product,29524.27,Refunded
5621,58090,4/13/2023,Quality Issue,4053.77,Processed
5622,29936,10/29/2025,Defective Item,48874.6,Refunded
5623,93332,2/18/2022,Changed Mind,23145.92,Refunded
5624,58056,8/17/2023,Wrong Item Delivered,33116.48,Rejected
5625,37394,12/3/2023,Wrong Item Delivered,27867.33,Refunded
5626,34057,4/5/2024,Wrong Item Delivered,40188.26,Refunded
5627,3303,3/25/2026,Missing Parts,42336.73,Refunded
5628,39069,9/18/2023,Late Delivery,15174.71,Refunded
5629,63464,11/3/2023,Wrong Item Delivered,15610.33,Refunded
5630,29230,12/31/2023,Quality Issue,19678.22,Refunded
5631,235,5/14/2023,Late Delivery,35750.35,Pending
5632,75179,9/7/2023,Size Issue,11743.42,Refunded
5633,68203,3/3/2023,Changed Mind,16262.13,Refunded
5634,91197,7/10/2024,Product Not as Described,3237.66,Refunded
5635,40097,5/11/2023,Changed Mind,14089.22,Refunded
5636,52024,12/1/2024,Missing Parts,31634.78,Refunded
5637,67792,1/11/2026,Size Issue,10766.41,Refunded
5638,15650,3/18/2026,Size Issue,27120.79,Refunded
5639,5516,6/6/2023,Late Delivery,6647.46,Refunded
5640,79545,11/17/2024,Damaged Product,12373.67,Refunded
5641,92532,12/19/2023,Missing Parts,48498.57,Processed
5642,5281,8/7/2025,Duplicate Order,41429.67,Pending
5643,99054,7/29/2022,Damaged Product,15365.96,Refunded
5644,23581,9/24/2024,Quality Issue,25555.61,Refunded
5645,84373,10/13/2022,Wrong Item Delivered,9703.02,Refunded
5646,45076,3/2/2026,Damaged Product,30566.65,Refunded
5647,55001,8/23/2022,Quality Issue,39278.92,Refunded
5648,25056,10/8/2024,Changed Mind,11409.95,Rejected
5649,53064,5/29/2023,Damaged Product,36585.38,Refunded
5650,7821,9/9/2022,Late Delivery,35335.07,Refunded
5651,68772,4/23/2026,Damaged Product,16773.36,Refunded
5652,96812,12/7/2025,Missing Parts,35693.19,Pending
5653,22122,4/14/2023,Defective Item,14093.66,Rejected
5654,99419,8/6/2024,Late Delivery,33946.4,Refunded
5655,50920,2/20/2024,Late Delivery,18992.76,Refunded
5656,11465,8/31/2022,Size Issue,29365.98,Refunded
5657,27027,4/20/2023,Product Not as Described,49137.34,Refunded
5658,72631,2/7/2024,Defective Item,17093.35,Refunded
5659,49458,6/29/2022,Size Issue,24251.51,Refunded
5660,98632,3/29/2026,Size Issue,22113.7,Refunded
5661,89889,3/28/2026,Missing Parts,5241.73,Refunded
5662,78331,12/12/2024,Quality Issue,20932.3,Refunded
5663,89103,12/11/2024,Damaged Product,5874.43,Refunded
5664,70758,8/25/2022,Product Not as Described,34499.26,Refunded
5665,52572,2/3/2026,Product Not as Described,37420.18,Refunded
5666,80561,4/10/2023,Product Not as Described,29644.84,Refunded
5667,31330,1/10/2024,Size Issue,31375.76,Refunded
5668,45096,8/17/2023,Defective Item,4017.37,Refunded
5669,95074,2/28/2023,Product Not as Described,9631.56,Refunded
5670,83482,4/14/2025,Quality Issue,20894.11,Refunded
5671,3187,5/1/2023,Defective Item,18425.32,Rejected
5672,31598,6/23/2022,Changed Mind,29536.81,Refunded
5673,78555,3/25/2025,Wrong Item Delivered,12676.98,Refunded
5674,15721,12/13/2025,Damaged Product,9605.61,Refunded
5675,95829,6/2/2024,Missing Parts,24470.66,Pending
5676,88476,12/25/2023,Duplicate Order,12278.13,Rejected
5677,96353,7/2/2024,Product Not as Described,4014.34,Refunded
5678,49803,8/7/2023,Duplicate Order,35482.18,Pending
5679,61710,12/18/2022,Changed Mind,21913.94,Pending
5680,25092,3/4/2024,Duplicate Order,35574.13,Refunded
5681,1654,3/16/2024,Quality Issue,16727.96,Refunded
5682,10439,9/7/2023,Changed Mind,26296.45,Refunded
5683,86994,5/20/2025,Damaged Product,29701.77,Pending
5684,42912,1/16/2025,Changed Mind,44545.39,Refunded
5685,22416,6/27/2025,Size Issue,42666.35,Refunded
5686,19789,7/31/2025,Defective Item,30369.77,Refunded
5687,33084,1/17/2026,Missing Parts,25701.27,Refunded
5688,19491,7/8/2024,Size Issue,8685.18,Pending
5689,24950,6/14/2022,Changed Mind,25738.55,Refunded
5690,61409,4/23/2025,Missing Parts,45529.77,Pending
5691,43502,1/19/2025,Missing Parts,2748.65,Refunded
5692,30233,1/10/2024,Missing Parts,39794.95,Refunded
5693,45069,7/22/2024,Changed Mind,5764.45,Refunded
5694,9049,2/22/2026,Missing Parts,14621.05,Rejected
5695,30831,5/4/2022,Damaged Product,39140.44,Pending
5696,96376,6/19/2024,Defective Item,37964.26,Refunded
5697,66131,3/8/2025,Size Issue,5990.7,Refunded
5698,84184,9/21/2025,Quality Issue,4308.41,Refunded
5699,90262,9/25/2023,Quality Issue,11439.64,Rejected
5700,80347,8/31/2024,Missing Parts,24126.67,Refunded
5701,31317,3/17/2025,Defective Item,11144.95,Pending
5702,11554,8/20/2025,Wrong Item Delivered,12831.78,Refunded
5703,95196,11/14/2022,Quality Issue,17720.8,Refunded
5704,32925,3/22/2023,Wrong Item Delivered,40581.91,Pending
5705,99887,2/7/2025,Defective Item,9439.26,Processed
5706,46220,3/28/2026,Product Not as Described,12073.77,Processed
5707,30996,4/16/2026,Late Delivery,44828.94,Refunded
5708,36207,11/14/2025,Quality Issue,28255.45,Refunded
5709,55224,1/19/2023,Wrong Item Delivered,7800.73,Refunded
5710,2214,3/14/2022,Defective Item,39728.07,Refunded
5711,30179,9/25/2022,Product Not as Described,12390.87,Refunded
5712,54821,10/30/2022,Duplicate Order,2980.96,Refunded
5713,21639,2/28/2026,Product Not as Described,47425.23,Refunded
5714,82255,1/14/2023,Changed Mind,22069.8,Refunded
5715,7116,2/24/2025,Late Delivery,5939.22,Refunded
5716,22249,1/7/2026,Size Issue,1340.1,Refunded
5717,77044,12/30/2023,Changed Mind,43061.08,Refunded
5718,55771,3/12/2024,Product Not as Described,25293.52,Refunded
5719,71006,1/8/2024,Quality Issue,27960.9,Refunded
5720,37589,1/18/2023,Missing Parts,36016.89,Rejected
5721,30328,7/30/2022,Product Not as Described,30975.26,Pending
5722,605,5/25/2025,Missing Parts,33390.51,Rejected
5723,27564,11/13/2024,Defective Item,21765.64,Refunded
5724,99885,3/18/2025,Quality Issue,48675.9,Refunded
5725,16400,2/17/2025,Damaged Product,31165.31,Refunded
5726,67841,11/19/2023,Changed Mind,29216.47,Refunded
5727,82634,7/29/2024,Late Delivery,34066.76,Refunded
5728,81139,4/23/2024,Quality Issue,4009.32,Refunded
5729,41917,9/2/2025,Defective Item,38927.55,Refunded
5730,89121,2/3/2025,Missing Parts,34151.29,Refunded
5731,46274,1/13/2024,Quality Issue,8326.84,Refunded
5732,73294,10/2/2025,Duplicate Order,42645.33,Refunded
5733,74010,9/8/2025,Defective Item,18933.24,Refunded
5734,8701,2/1/2026,Size Issue,41454.46,Rejected
5735,54044,5/28/2023,Quality Issue,7088.44,Refunded
5736,84641,3/17/2026,Duplicate Order,42714.4,Refunded
5737,93343,7/2/2024,Size Issue,29978.88,Refunded
5738,67161,9/5/2025,Damaged Product,30818.04,Refunded
5739,86008,1/13/2025,Wrong Item Delivered,3588.41,Processed
5740,14417,9/3/2024,Damaged Product,9451.96,Refunded
5741,49051,3/24/2022,Duplicate Order,9060.42,Pending
5742,26388,4/16/2022,Product Not as Described,11762.04,Refunded
5743,89375,6/19/2024,Quality Issue,6238.69,Refunded
5744,79465,9/26/2022,Duplicate Order,17636.53,Pending
5745,61638,1/25/2026,Duplicate Order,6036.71,Refunded
5746,22857,3/7/2022,Defective Item,41616.96,Pending
5747,49693,11/3/2022,Defective Item,19245.58,Refunded
5748,22251,6/7/2024,Size Issue,17810.88,Refunded
5749,47368,1/10/2026,Product Not as Described,4617.21,Refunded
5750,48217,3/4/2026,Defective Item,19269.38,Refunded
5751,80099,7/22/2024,Changed Mind,26842,Refunded
5752,25810,8/8/2023,Missing Parts,6900.17,Refunded
5753,55918,1/10/2023,Duplicate Order,25966.12,Refunded
5754,41967,7/3/2022,Quality Issue,42121.98,Refunded
5755,12043,6/7/2024,Defective Item,28497.57,Pending
5756,13776,5/5/2026,Defective Item,36385.8,Pending
5757,36206,8/9/2023,Product Not as Described,27830.22,Rejected
5758,8158,3/13/2024,Late Delivery,14604.64,Refunded
5759,88610,7/21/2025,Duplicate Order,34956.06,Pending
5760,46048,3/31/2022,Changed Mind,38435.65,Refunded
5761,38176,8/7/2025,Damaged Product,35290.72,Pending
5762,14076,12/6/2023,Late Delivery,30977.92,Rejected
5763,25139,4/13/2025,Quality Issue,1884.53,Refunded
5764,10483,3/2/2022,Missing Parts,29316.33,Refunded
5765,129,8/22/2025,Changed Mind,40433.67,Refunded
5766,84541,10/14/2022,Size Issue,6171.91,Processed
5767,57031,4/7/2022,Size Issue,44802.38,Refunded
5768,89797,12/29/2024,Damaged Product,39199.47,Refunded
5769,47542,12/6/2024,Defective Item,1764.45,Refunded
5770,74388,12/26/2023,Duplicate Order,13230.54,Refunded
5771,56305,5/29/2024,Missing Parts,7430.62,Refunded
5772,56523,7/22/2024,Changed Mind,7620.42,Refunded
5773,20118,1/15/2025,Product Not as Described,22836.03,Refunded
5774,93730,5/7/2022,Duplicate Order,18556.97,Pending
5775,5965,6/8/2024,Defective Item,31244.33,Refunded
5776,99279,1/13/2023,Missing Parts,22079.34,Pending
5777,68738,9/8/2024,Changed Mind,28411.32,Rejected
5778,60324,5/2/2022,Duplicate Order,35427.44,Refunded
5779,32598,6/1/2022,Size Issue,35880.42,Refunded
5780,92819,3/12/2022,Product Not as Described,48915.13,Refunded
5781,29602,5/14/2026,Quality Issue,8174.95,Pending
5782,25437,10/24/2022,Damaged Product,32754.66,Refunded
5783,42121,7/25/2022,Damaged Product,2908.13,Refunded
5784,48697,12/6/2024,Damaged Product,42133.07,Refunded
5785,28314,3/4/2026,Size Issue,14624.32,Refunded
5786,37972,4/13/2026,Damaged Product,41855.89,Refunded
5787,96283,4/22/2024,Quality Issue,23874.22,Pending
5788,58792,3/6/2023,Late Delivery,2432.18,Refunded
5789,24017,7/11/2022,Damaged Product,31627.91,Refunded
5790,75897,11/30/2023,Size Issue,23945.72,Refunded
5791,11928,4/20/2025,Quality Issue,15738.48,Processed
5792,57563,4/13/2025,Product Not as Described,47057.69,Refunded
5793,48550,5/5/2022,Defective Item,24027.23,Refunded
5794,37164,2/24/2026,Changed Mind,41301.97,Refunded
5795,34203,2/13/2024,Late Delivery,37238.85,Refunded
5796,47665,5/31/2023,Duplicate Order,8321.81,Refunded
5797,93071,3/4/2026,Wrong Item Delivered,20995.67,Refunded
5798,38722,2/11/2026,Wrong Item Delivered,24108.48,Refunded
5799,17511,9/9/2023,Size Issue,42451.6,Rejected
5800,147,12/24/2025,Quality Issue,12899.61,Refunded
5801,28094,11/19/2022,Size Issue,11538.11,Refunded
5802,26605,4/18/2024,Duplicate Order,40288.19,Refunded
5803,63380,9/7/2024,Defective Item,46131.41,Refunded
5804,45236,4/1/2024,Changed Mind,47468.48,Refunded
5805,35190,1/30/2026,Damaged Product,43565.83,Refunded
5806,50297,10/22/2024,Size Issue,33198.51,Refunded
5807,66170,5/15/2024,Missing Parts,23704.05,Refunded
5808,36244,2/5/2025,Defective Item,42654.76,Refunded
5809,21040,12/15/2022,Missing Parts,40640.59,Pending
5810,6084,12/30/2025,Missing Parts,8618.27,Refunded
5811,53131,2/9/2026,Changed Mind,4104.15,Pending
5812,38317,6/14/2022,Wrong Item Delivered,48650.45,Refunded
5813,98003,12/8/2023,Late Delivery,37261.89,Refunded
5814,75910,1/26/2024,Duplicate Order,7774.91,Refunded
5815,36146,6/23/2022,Product Not as Described,40775.98,Rejected
5816,38762,5/26/2024,Defective Item,46202.78,Refunded
5817,71048,3/8/2022,Missing Parts,39804.2,Refunded
5818,72622,10/16/2024,Quality Issue,13909.47,Refunded
5819,54062,6/26/2023,Product Not as Described,17766.9,Refunded
5820,49332,8/31/2022,Changed Mind,19510.66,Rejected
5821,73445,3/14/2024,Damaged Product,39072.87,Pending
5822,64122,7/25/2023,Changed Mind,12155.45,Refunded
5823,73114,5/12/2026,Wrong Item Delivered,7220.72,Refunded
5824,30416,1/10/2025,Product Not as Described,4568.34,Processed
5825,15769,2/3/2025,Late Delivery,21270.89,Refunded
5826,97604,9/2/2025,Damaged Product,36742.59,Processed
5827,18668,6/13/2022,Late Delivery,49192.27,Refunded
5828,30186,10/3/2022,Damaged Product,6132.86,Refunded
5829,92752,7/22/2025,Damaged Product,48444,Processed
5830,95951,3/24/2022,Damaged Product,47140.9,Refunded
5831,78117,10/19/2022,Quality Issue,31026.19,Refunded
5832,53471,4/26/2026,Product Not as Described,44894.17,Refunded
5833,9922,11/11/2022,Changed Mind,20923.6,Refunded
5834,76810,3/13/2022,Damaged Product,18049.35,Refunded
5835,21915,3/26/2023,Wrong Item Delivered,31654.18,Refunded
5836,36070,1/17/2025,Product Not as Described,12369.73,Refunded
5837,64340,3/23/2026,Defective Item,28229.73,Refunded
5838,25594,3/18/2025,Damaged Product,32319.25,Refunded
5839,67009,1/14/2024,Quality Issue,22322.04,Refunded
5840,8535,6/18/2025,Size Issue,6184.86,Refunded
5841,53990,10/7/2022,Size Issue,36966.09,Refunded
5842,17105,1/13/2024,Defective Item,48722.4,Refunded
5843,36469,10/25/2023,Defective Item,21651.2,Refunded
5844,45702,4/21/2023,Changed Mind,44860.56,Refunded
5845,64553,6/2/2025,Changed Mind,7452.98,Refunded
5846,62646,7/19/2024,Damaged Product,39518.09,Refunded
5847,60864,5/13/2022,Defective Item,26685.52,Refunded
5848,52373,4/22/2026,Product Not as Described,47740.42,Refunded
5849,71833,10/4/2023,Damaged Product,16944.03,Processed
5850,65407,7/22/2025,Product Not as Described,9401.31,Processed
5851,41751,10/20/2022,Quality Issue,12360.25,Processed
5852,57279,2/3/2023,Missing Parts,40913.71,Refunded
5853,98749,8/1/2023,Size Issue,48570.75,Pending
5854,6321,10/14/2022,Late Delivery,38764.3,Refunded
5855,48951,6/8/2024,Product Not as Described,2141.56,Refunded
5856,28779,11/2/2022,Wrong Item Delivered,47236.51,Refunded
5857,34581,5/22/2023,Quality Issue,44709.74,Refunded
5858,26296,12/3/2025,Missing Parts,38920.52,Refunded
5859,5466,6/18/2022,Late Delivery,10370.37,Pending
5860,10899,10/24/2022,Defective Item,35651.1,Refunded
5861,14518,7/16/2022,Missing Parts,29998.51,Pending
5862,81697,12/12/2024,Damaged Product,43084.28,Refunded
5863,4025,4/11/2023,Late Delivery,17598.73,Pending
5864,25089,8/13/2024,Changed Mind,5937.14,Refunded
5865,70328,1/11/2023,Missing Parts,14360.39,Refunded
5866,82161,8/14/2022,Quality Issue,3501.32,Refunded
5867,35769,7/18/2023,Duplicate Order,6262.53,Pending
5868,915,1/5/2026,Changed Mind,23586.73,Refunded
5869,93578,2/11/2024,Late Delivery,43232.33,Refunded
5870,88548,12/28/2024,Late Delivery,12715.03,Refunded
5871,91492,6/26/2023,Late Delivery,48057.54,Refunded
5872,82378,4/28/2022,Changed Mind,14127,Refunded
5873,5836,9/3/2024,Late Delivery,5981.12,Pending
5874,75380,2/11/2022,Size Issue,30934.18,Refunded
5875,42076,8/9/2023,Missing Parts,11051.63,Refunded
5876,42830,1/23/2023,Size Issue,1009.63,Refunded
5877,20405,11/20/2024,Damaged Product,26396.68,Refunded
5878,47056,3/21/2025,Wrong Item Delivered,40115.35,Processed
5879,44809,7/6/2022,Duplicate Order,47168.73,Refunded
5880,6013,3/11/2025,Wrong Item Delivered,36574,Refunded
5881,2648,12/21/2022,Duplicate Order,45359.04,Refunded
5882,44772,3/8/2025,Late Delivery,3386.5,Refunded
5883,59168,6/9/2022,Missing Parts,19071.63,Refunded
5884,90011,6/24/2022,Defective Item,29912.38,Refunded
5885,84826,4/13/2024,Defective Item,2179.63,Refunded
5886,3435,12/21/2025,Quality Issue,42517.01,Refunded
5887,90755,1/10/2026,Product Not as Described,24958.85,Processed
5888,96847,6/22/2024,Product Not as Described,14922.26,Refunded
5889,67864,4/17/2025,Missing Parts,10693.78,Pending
5890,62105,3/27/2023,Late Delivery,42235.63,Refunded
5891,57944,7/31/2024,Wrong Item Delivered,19308.58,Pending
5892,78352,9/26/2023,Wrong Item Delivered,27160.73,Refunded
5893,91500,6/18/2025,Defective Item,12792.96,Refunded
5894,14342,6/29/2022,Duplicate Order,18260.78,Pending
5895,22401,3/2/2025,Defective Item,31294.42,Refunded
5896,10456,11/22/2022,Missing Parts,19103.58,Refunded
5897,19613,4/8/2024,Late Delivery,36516.44,Refunded
5898,57173,5/25/2022,Product Not as Described,27073.34,Refunded
5899,64596,7/17/2024,Defective Item,3159.19,Refunded
5900,63084,3/20/2025,Size Issue,2591.34,Refunded
5901,59409,8/14/2024,Duplicate Order,3583.29,Pending
5902,91344,9/3/2023,Wrong Item Delivered,29227.97,Pending
5903,68193,2/20/2025,Duplicate Order,25603.41,Refunded
5904,54328,3/15/2025,Defective Item,35728.35,Refunded
5905,54495,5/28/2022,Duplicate Order,14626.99,Pending
5906,11902,7/24/2024,Product Not as Described,39282.35,Processed
5907,51685,7/3/2024,Quality Issue,10704.85,Pending
5908,2777,12/19/2022,Size Issue,312.57,Refunded
5909,9472,3/24/2022,Changed Mind,35088.09,Refunded
5910,17638,3/10/2026,Duplicate Order,2842.76,Refunded
5911,42614,4/15/2025,Changed Mind,46035.97,Processed
5912,69988,11/14/2022,Damaged Product,36406.31,Pending
5913,28536,5/19/2024,Damaged Product,38182.21,Refunded
5914,14866,6/22/2024,Quality Issue,22073.37,Refunded
5915,43973,9/17/2024,Damaged Product,34583.72,Refunded
5916,63003,11/26/2024,Changed Mind,30323.7,Refunded
5917,12990,11/18/2024,Missing Parts,30639.45,Pending
5918,34671,9/19/2025,Changed Mind,3935.67,Refunded
5919,29971,4/27/2023,Late Delivery,28164.64,Refunded
5920,19639,4/17/2022,Missing Parts,34839.26,Pending
5921,2277,6/12/2023,Size Issue,29687.98,Refunded
5922,63178,5/26/2025,Quality Issue,27107.49,Refunded
5923,37183,6/2/2023,Product Not as Described,3057.64,Refunded
5924,34717,12/16/2022,Wrong Item Delivered,3485.58,Refunded
5925,45631,4/15/2026,Duplicate Order,35616.26,Refunded
5926,71441,4/5/2024,Size Issue,24806.17,Refunded
5927,27404,12/9/2025,Wrong Item Delivered,46763.45,Refunded
5928,17186,5/27/2025,Quality Issue,16026.67,Refunded
5929,59569,9/3/2024,Wrong Item Delivered,37525.19,Pending
5930,16928,10/2/2022,Changed Mind,40635.17,Refunded
5931,79551,1/23/2026,Quality Issue,47671.24,Refunded
5932,82157,4/8/2022,Product Not as Described,13105.28,Refunded
5933,61861,1/6/2024,Size Issue,32429.1,Refunded
5934,87369,4/26/2022,Missing Parts,20307.41,Refunded
5935,63320,5/14/2024,Late Delivery,40088.73,Processed
5936,83744,6/15/2023,Damaged Product,38989.23,Refunded
5937,56555,3/28/2025,Quality Issue,38233.88,Rejected
5938,86212,1/22/2026,Defective Item,26372.22,Rejected
5939,66292,3/20/2023,Duplicate Order,39175.28,Refunded
5940,17944,8/12/2022,Missing Parts,43459.9,Refunded
5941,71766,3/30/2025,Defective Item,9571.48,Refunded
5942,50635,7/8/2022,Defective Item,8641.18,Refunded
5943,85067,11/10/2024,Product Not as Described,29372.48,Refunded
5944,34516,1/15/2026,Missing Parts,45397.87,Refunded
5945,81954,11/24/2025,Changed Mind,23026.34,Refunded
5946,47024,9/7/2023,Missing Parts,27832.61,Refunded
5947,5959,9/11/2023,Missing Parts,6485.68,Pending
5948,87297,8/30/2022,Defective Item,28643.64,Refunded
5949,25943,2/12/2025,Duplicate Order,43052.13,Pending
5950,12699,1/18/2026,Wrong Item Delivered,17812.43,Refunded
5951,5963,1/23/2023,Quality Issue,47397.68,Refunded
5952,61717,8/28/2023,Late Delivery,25047.86,Refunded
5953,49527,2/18/2024,Damaged Product,29498.84,Processed
5954,43240,7/7/2022,Size Issue,23743.5,Refunded
5955,96627,3/16/2022,Quality Issue,17481.32,Refunded
5956,89530,11/21/2024,Missing Parts,47194.84,Pending
5957,93031,9/3/2023,Damaged Product,7067.57,Pending
5958,70885,1/27/2023,Defective Item,27249.5,Refunded
5959,37249,7/25/2025,Defective Item,31812.19,Refunded
5960,70044,4/10/2022,Damaged Product,40460.62,Refunded
5961,52501,5/18/2025,Defective Item,14363.84,Refunded
5962,66984,3/18/2024,Missing Parts,5080.76,Refunded
5963,51554,6/29/2025,Size Issue,20704.62,Refunded
5964,92395,12/28/2024,Changed Mind,43123.81,Refunded
5965,89429,9/16/2023,Defective Item,20968.99,Refunded
