ProductID,ProductCode,ProductName,CategoryID,BrandID,SupplierID,CostPrice,SellingPrice,StockQuantity,ReorderLevel,Weight,Color,WarrantyMonths,LaunchDate,ProductStatus
2630,PRD002630,Digital Keyboard 2630,11,13,201,35563.82,42445.99,430,10,2.1,Red,24,10/4/2023,Active
2631,PRD002631,Ultra Bag 2631,4,28,93,42397.62,62308.57,98,20,15.51,Green,24,4/12/2022,Active
2632,PRD002632,Mini Printer 2632,19,89,27,44754.44,53700.58,375,50,8.74,Silver,12,3/5/2025,Active
2633,PRD002633,Elite Desk 2633,9,15,24,14176.9,19087.73,486,50,2.08,Black,12,5/3/2025,Active
2634,PRD002634,Wireless Chair 2634,6,88,207,45510.27,72729.58,373,50,11.03,Black,24,5/13/2025,Active
2635,PRD002635,Essential Headphones 2635,5,78,47,33338.99,52983.42,237,10,3.41,Green,24,10/14/2026,Active
2636,PRD002636,Wireless Toy 2636,6,19,257,8654.2,12463.32,385,20,24.65,Gray,24,7/4/2024,Active
2637,PRD002637,Pro Router 2637,6,65,296,40319.47,59856.17,243,30,22,Red,12,4/9/2026,Active
2638,PRD002638,Luxury Power Bank 2638,11,78,80,21687.36,33117.34,477,10,22.55,Green,6,12/23/2023,Active
2639,PRD002639,Digital Monitor 2639,3,100,128,38122.19,58028.7,436,10,5.22,White,36,1/20/2024,Active
2640,PRD002640,Eco Router 2640,22,92,271,6733.6,9795.02,487,50,14.44,Blue,6,7/15/2026,Active
2641,PRD002641,Digital Mixer 2641,24,98,79,45957.03,66327.25,456,10,4.66,Gray,36,12/20/2025,Active
2642,PRD002642,Luxury Laptop 2642,24,60,166,12350.7,19192.61,165,10,6.85,White,24,1/25/2023,Active
2643,PRD002643,Premium Mouse 2643,12,84,300,4957.68,6760.75,188,20,1.81,Silver,6,11/12/2021,Active
2644,PRD002644,Luxury Phone 2644,4,24,145,26561.39,39494.85,217,50,0.38,Red,12,6/17/2025,Active
2645,PRD002645,Eco Bag 2645,18,23,251,34673.58,48114.48,411,20,6.1,Red,36,8/13/2024,Active
2646,PRD002646,Portable Keyboard 2646,10,80,286,23628.44,35127.63,378,50,19.93,Green,12,8/28/2021,Active
2647,PRD002647,Pro Camera 2647,19,2,254,8459.42,9957.79,192,20,10.99,Gray,24,11/23/2026,Active
2648,PRD002648,Smart Speaker 2648,22,36,60,29193.2,37699.81,329,10,8.38,White,12,8/7/2022,Active
2649,PRD002649,Premium Desk 2649,19,46,112,2257.52,3215.25,180,50,24.26,Gray,6,4/22/2021,Active
2650,PRD002650,Classic Blender 2650,12,64,251,45170.06,56327.72,343,30,2.9,Green,24,8/20/2022,Active
2651,PRD002651,Classic Bag 2651,12,93,182,7137.1,10186.85,312,10,5.06,Red,36,10/10/2024,Active
2652,PRD002652,Essential Jeans 2652,23,21,229,23820.06,28972.57,134,20,16.28,Black,36,1/1/2024,Active
2653,PRD002653,Elite Chair 2653,7,93,9,35624.67,52370.7,197,10,9.2,Blue,12,4/3/2022,Active
2654,PRD002654,Eco Power Bank 2654,13,84,8,1280.66,1586.06,407,10,24.13,Black,6,12/7/2023,Active
2655,PRD002655,Eco Vacuum 2655,14,91,298,41058.16,52062.75,146,50,2.57,Black,24,12/20/2021,Active
2656,PRD002656,Portable Bag 2656,24,55,112,2462.66,2976.21,432,30,9.39,Black,12,5/1/2022,Active
2657,PRD002657,Mini Tablet 2657,6,92,251,12827.95,19437.32,224,30,6.01,Gray,12,3/8/2025,Active
2658,PRD002658,Premium Helmet 2658,22,88,102,27431.61,39486.76,254,10,10.2,Green,12,6/26/2025,Active
2659,PRD002659,Classic Headphones 2659,19,82,30,11462.38,14291.55,141,10,7.54,Red,36,3/15/2025,Active
2660,PRD002660,Digital Mixer 2660,15,32,162,47979.72,57656.44,345,20,22.22,Black,12,10/13/2025,Active
2661,PRD002661,Mini Mouse 2661,21,69,213,41705.96,49473.95,258,30,15.49,Blue,24,6/22/2021,Active
2662,PRD002662,Elite Watch 2662,12,73,200,16532.03,21196.28,481,20,21.14,Blue,12,12/17/2022,Active
2663,PRD002663,Advanced Router 2663,22,63,285,30837.78,36387.07,447,20,15.1,Black,36,11/12/2024,Active
2664,PRD002664,Elite Keyboard 2664,25,55,208,22510.33,30631.34,193,30,14.57,Silver,24,9/4/2022,Active
2665,PRD002665,Pro Bottle 2665,1,91,26,23110.39,32710.08,185,50,16.09,Black,36,11/19/2026,Active
2666,PRD002666,Compact Shoes 2666,15,18,126,15464.72,21904.84,431,20,21.1,Silver,6,10/26/2026,Active
2667,PRD002667,Luxury Toy 2667,21,30,256,44361.76,62684.39,16,30,24.82,Green,12,12/10/2021,Active
2668,PRD002668,Essential Phone 2668,15,35,68,43941.29,61438.8,385,30,6.87,Silver,12,8/3/2021,Active
2669,PRD002669,Essential Watch 2669,18,16,29,47111.87,65627.59,389,50,0.53,Green,12,10/20/2021,Active
2670,PRD002670,Advanced Monitor 2670,15,40,246,8856.51,13382.47,350,50,22.54,Black,24,1/14/2024,Active
2671,PRD002671,Premium Shoes 2671,9,32,62,21763.3,29932.65,110,20,23.52,Silver,36,4/12/2022,Active
2672,PRD002672,Premium Camera 2672,23,2,267,32831.72,41695.5,86,30,3.26,White,24,3/8/2024,Active
2673,PRD002673,Portable Camera 2673,14,56,95,27902.87,33966.64,205,20,13.11,Blue,24,4/10/2022,Active
2674,PRD002674,Eco Bottle 2674,3,96,222,30146.83,38403.07,409,50,23.71,Blue,12,5/2/2025,Active
2675,PRD002675,Eco Tablet 2675,1,86,180,20142.25,26574.36,362,50,2.48,Blue,36,6/2/2025,Active
2676,PRD002676,Advanced Jeans 2676,10,40,57,30662.94,36482.84,295,10,13.75,Silver,36,7/8/2025,Active
2677,PRD002677,Wireless Tablet 2677,13,93,209,34636.06,53388.34,283,30,1.2,Green,6,12/10/2023,Active
2678,PRD002678,Ultra Helmet 2678,1,95,120,16479.16,25556.26,405,20,1.44,Blue,12,5/10/2022,Active
2679,PRD002679,Pro Tablet 2679,8,62,292,23098.86,33661.71,414,30,18.34,Silver,6,3/14/2025,Active
2680,PRD002680,Elite Bottle 2680,1,91,108,42022.45,59242.5,319,20,18.56,Blue,12,2/19/2023,Active
2681,PRD002681,Wireless Speaker 2681,9,23,166,47936.83,67222.61,294,50,8.87,Red,6,3/3/2021,Active
2682,PRD002682,Portable Tablet 2682,1,20,269,3125.68,4870.39,339,20,13.32,Green,24,10/28/2024,Active
2683,PRD002683,Ultra Headphones 2683,25,34,273,27768.3,40846.31,72,50,11.72,Gray,12,5/14/2024,Active
2684,PRD002684,Wireless Headphones 2684,1,49,241,10834.08,14985.97,132,10,23.75,Gray,12,8/24/2021,Active
2685,PRD002685,Smart Shoes 2685,16,95,147,33106.98,43058.49,311,30,6.54,White,24,9/16/2021,Active
2686,PRD002686,Premium T-Shirt 2686,13,96,138,10610.61,16391.25,189,10,1.29,White,36,2/9/2026,Active
2687,PRD002687,Smart Sofa 2687,7,39,179,3250.56,4678.32,270,20,10.99,White,6,6/16/2022,Active
2688,PRD002688,Ultra Mixer 2688,22,78,126,34230.22,40282.46,83,10,21.87,White,6,5/14/2023,Active
2689,PRD002689,Smart Tablet 2689,20,82,160,13648.81,19539.57,410,50,4.62,Gray,36,5/4/2021,Active
2690,PRD002690,Smart T-Shirt 2690,10,94,298,42430.27,58621.09,57,50,22.34,Black,6,4/25/2025,Active
2691,PRD002691,Wireless Mouse 2691,19,33,70,42545.28,56938.56,420,30,0.15,White,12,6/20/2021,Active
2692,PRD002692,Max Fan 2692,6,34,118,1910.94,2349.95,397,20,23.37,Black,36,11/3/2021,Active
2693,PRD002693,Luxury Camera 2693,1,64,236,12164.76,16171.05,183,10,8.57,Gray,12,5/21/2024,Active
2694,PRD002694,Eco Keyboard 2694,22,54,258,41859.98,59903.61,346,30,8.14,Green,36,12/2/2026,Active
2695,PRD002695,Wireless Bottle 2695,1,53,61,10600.31,12819.24,420,30,10.79,Blue,6,3/6/2021,Active
2696,PRD002696,Essential Keyboard 2696,12,71,158,27214.03,31661.77,85,20,14.53,White,24,2/7/2022,Active
2697,PRD002697,Portable Keyboard 2697,12,76,34,32156.52,42544.64,250,20,9.78,Black,12,12/12/2022,Active
2698,PRD002698,Portable Backpack 2698,7,15,129,25147.29,31922.45,152,10,19.46,Black,36,12/10/2023,Active
2699,PRD002699,Digital Desk 2699,8,1,134,26021.33,34928.31,145,10,22.04,Red,36,11/24/2021,Active
2700,PRD002700,Advanced Mouse 2700,8,96,55,4715.52,6921.9,14,10,12.94,Silver,36,1/15/2022,Active
2701,PRD002701,Mini Bag 2701,24,10,25,27537.93,37357.75,258,30,12.32,Black,6,5/11/2022,Active
2702,PRD002702,Essential Chair 2702,1,40,91,12268.88,19041.67,489,10,10.86,Green,24,1/8/2021,Active
2703,PRD002703,Digital Bag 2703,1,92,106,32777.69,41931.88,140,20,2.62,Blue,24,2/2/2022,Active
2704,PRD002704,Mini Router 2704,18,4,191,9990.04,15352.27,239,30,21.55,Blue,36,6/9/2022,Active
2705,PRD002705,Essential Fan 2705,12,9,54,39946.76,63124.37,499,30,17.05,White,6,6/11/2021,Active
2706,PRD002706,Wireless Router 2706,7,39,245,1095.34,1426.84,225,50,24.78,Silver,12,7/20/2025,Active
2707,PRD002707,Mini Monitor 2707,21,73,109,18653.04,23997.34,14,20,2.03,White,12,9/10/2025,Active
2708,PRD002708,Elite Tablet 2708,1,85,190,11718.51,17531.58,141,10,13.07,Black,36,12/12/2021,Active
2709,PRD002709,Premium Mouse 2709,8,3,207,28277.7,41438.5,397,50,4.83,Blue,12,6/6/2024,Active
2710,PRD002710,Essential Printer 2710,22,42,139,31122.59,43422.29,462,30,18.37,Green,24,2/2/2022,Active
2711,PRD002711,Eco Backpack 2711,9,2,103,44069.87,63190.74,233,10,8.44,Gray,36,11/25/2022,Active
2712,PRD002712,Wireless Tablet 2712,17,35,132,22588.15,32180.99,93,10,21.9,Blue,6,4/18/2024,Active
2713,PRD002713,Luxury Chair 2713,25,54,201,27279.88,36709.16,350,10,20.37,Red,36,10/24/2022,Active
2714,PRD002714,Classic Jeans 2714,18,74,287,39357.2,57518.86,35,10,22.32,Gray,24,7/16/2026,Active
2715,PRD002715,Luxury Desk 2715,17,17,188,49443.45,62389.59,337,50,5.57,Red,36,9/25/2025,Active
2716,PRD002716,Advanced Chair 2716,24,40,20,217.8,331.21,125,50,9.55,Silver,24,7/11/2022,Active
2717,PRD002717,Smart Phone 2717,10,32,170,49498.03,59974.03,475,50,19.29,Gray,6,12/26/2024,Active
2718,PRD002718,Pro Camera 2718,13,54,16,1684.63,2664.35,314,20,18.89,Red,36,3/28/2021,Active
2719,PRD002719,Luxury Camera 2719,8,85,275,47373.11,61250.2,130,30,16.05,Black,36,2/15/2024,Active
2720,PRD002720,Digital Jeans 2720,17,45,2,35529.84,49625.89,227,10,23.34,Blue,24,12/16/2025,Active
2721,PRD002721,Max Book 2721,19,101,212,14442.78,21254.5,456,50,14.62,Blue,12,9/16/2024,Active
2722,PRD002722,Elite Mixer 2722,22,89,202,30867.27,47841.31,175,20,16.75,Silver,36,11/13/2024,Active
2723,PRD002723,Max SSD 2723,8,2,97,44238.93,63223.69,169,10,11.37,White,6,1/13/2022,Active
2724,PRD002724,Digital Mouse 2724,4,78,111,48687.76,66710.68,392,30,21.76,Blue,24,12/23/2026,Active
2725,PRD002725,Compact SSD 2725,10,97,163,19577.31,29655.75,182,50,19.3,Blue,36,6/5/2024,Active
2726,PRD002726,Pro Bottle 2726,20,20,84,24057.6,29673.02,258,50,5.17,White,36,10/28/2022,Active
2727,PRD002727,Classic Power Bank 2727,13,12,285,2782.54,3982.33,209,30,19.84,Black,12,1/24/2025,Active
2728,PRD002728,Pro Sofa 2728,10,46,132,23656.48,30647.86,200,30,2.89,Black,36,10/1/2023,Active
2729,PRD002729,Digital Tablet 2729,5,83,89,16327,19137.96,118,20,21.83,Red,24,1/2/2025,Active
2730,PRD002730,Digital Headphones 2730,7,58,79,42976.52,53102.44,354,30,16.16,Red,24,3/26/2023,Active
2731,PRD002731,Essential Phone 2731,22,76,160,44441.16,61558.07,130,50,24.77,White,12,6/16/2022,Active
2732,PRD002732,Advanced Printer 2732,12,16,26,49870.03,73677.66,288,30,6.42,Gray,24,12/17/2021,Active
2733,PRD002733,Wireless Speaker 2733,9,93,99,33011.94,50945.09,438,20,22.69,Gray,24,3/5/2024,Active
2734,PRD002734,Digital Backpack 2734,24,49,265,11582.32,17259.73,476,30,4.65,Black,36,12/15/2024,Active
2735,PRD002735,Pro Fan 2735,3,52,84,20091.83,24558.01,88,20,4.25,Green,6,11/1/2022,Active
2736,PRD002736,Classic SSD 2736,8,36,104,9633.74,12317.35,355,20,4.79,Black,12,4/4/2024,Active
2737,PRD002737,Wireless Keyboard 2737,7,3,245,6551.24,8842.34,124,10,2.14,Green,36,9/18/2025,Active
2738,PRD002738,Portable Printer 2738,1,16,165,22670.9,27496.6,193,30,20.8,White,24,8/12/2021,Active
2739,PRD002739,Compact Chair 2739,13,55,66,18851.4,23589,31,50,5.32,Blue,24,11/24/2022,Active
2740,PRD002740,Classic Router 2740,5,100,160,48732.15,66113.84,452,50,13.81,Gray,36,4/16/2024,Active
2741,PRD002741,Advanced Printer 2741,25,68,130,32400.73,48002.64,365,10,22.01,Red,12,5/3/2026,Active
2742,PRD002742,Essential Phone 2742,4,12,134,16898.79,23650.01,476,50,3.35,Gray,24,5/28/2021,Active
2743,PRD002743,Eco SSD 2743,15,76,169,33416.95,47040.43,201,20,1.65,Silver,6,8/25/2023,Active
2744,PRD002744,Elite T-Shirt 2744,3,3,137,37072.44,48597.64,282,10,14.43,Red,6,4/10/2025,Active
2745,PRD002745,Ultra Printer 2745,15,6,279,40915.6,50157.81,307,10,13.49,Green,24,6/26/2021,Active
2746,PRD002746,Advanced Keyboard 2746,19,96,69,37563.72,54471.13,299,30,17.78,Gray,6,5/24/2022,Active
2747,PRD002747,Ultra Helmet 2747,8,9,69,6784.21,9184.17,70,50,19.43,Blue,24,3/1/2026,Active
2748,PRD002748,Elite Bag 2748,2,48,97,38400.46,50858.04,294,30,22.9,Red,36,12/17/2026,Active
2749,PRD002749,Smart Jeans 2749,10,41,138,22890.64,34883.04,304,50,7.51,Black,6,11/15/2023,Active
2750,PRD002750,Eco Watch 2750,24,98,138,21597.35,31342.54,375,30,4.12,White,6,11/13/2022,Active
2751,PRD002751,Advanced Tablet 2751,8,23,44,14636.59,18684.77,354,10,3.22,Gray,6,2/2/2023,Active
2752,PRD002752,Ultra Mouse 2752,8,42,94,4304.76,5390.03,399,50,9.8,Red,36,3/27/2023,Active
2753,PRD002753,Elite Bottle 2753,23,101,53,26573.36,34404.68,58,50,20.63,Silver,12,9/23/2025,Active
2754,PRD002754,Premium Backpack 2754,21,99,82,17827.8,23365.25,444,30,10.5,Black,12,1/14/2024,Active
2755,PRD002755,Luxury Toy 2755,17,72,154,336.23,398.6,437,50,4.64,White,12,4/1/2022,Active
2756,PRD002756,Essential Mouse 2756,10,86,255,46567.36,62308.29,186,20,17.3,Gray,24,6/22/2023,Active
2757,PRD002757,Eco Printer 2757,15,36,109,39885.7,61827.05,274,30,12.85,Blue,36,2/16/2026,Active
2758,PRD002758,Essential Fan 2758,17,44,281,14643.28,20622.44,131,20,3.83,Blue,36,6/17/2026,Active
2759,PRD002759,Compact Watch 2759,16,4,251,32041.29,45146.71,100,30,19.28,Silver,36,12/28/2023,Active
2760,PRD002760,Pro Jeans 2760,25,64,296,33962.84,53601.02,432,30,8.81,Gray,36,5/15/2024,Active
2761,PRD002761,Premium Desk 2761,12,94,138,7660.82,9032.23,359,20,7.69,Gray,24,4/21/2022,Active
2762,PRD002762,Smart Shoes 2762,11,100,229,7545.1,8721.89,446,10,21.49,Gray,12,9/22/2022,Active
2763,PRD002763,Luxury Headphones 2763,14,67,60,14416.5,17127.6,390,30,24.26,Green,12,6/24/2024,Active
2764,PRD002764,Smart Bottle 2764,24,89,162,8698.27,10881.8,121,20,16.58,White,12,12/14/2023,Active
2765,PRD002765,Mini Jeans 2765,19,65,84,30017.89,44484.75,168,30,5.95,Silver,12,3/11/2025,Active
2766,PRD002766,Digital Tablet 2766,1,17,182,49237.31,68339.86,458,30,3.62,Blue,24,10/18/2023,Active
2767,PRD002767,Mini Camera 2767,5,94,44,15342.64,22406.76,341,50,9.95,White,12,2/17/2026,Active
2768,PRD002768,Classic Monitor 2768,14,46,252,15123.99,22627.21,254,20,11.29,Green,12,1/14/2026,Active
2769,PRD002769,Pro Helmet 2769,6,69,183,4677.85,7247.93,41,30,19.61,Green,24,2/28/2026,Active
2770,PRD002770,Portable Phone 2770,13,67,175,47218.23,54581.11,99,30,5.59,White,24,9/12/2023,Active
2771,PRD002771,Essential Headphones 2771,23,47,68,37916.13,45242.72,100,30,2.61,Green,6,9/2/2021,Active
2772,PRD002772,Pro Tablet 2772,25,36,159,29242.57,40771.8,445,50,20.29,Black,12,6/6/2026,Active
2773,PRD002773,Pro Bottle 2773,8,84,98,49239.39,72750.64,402,50,13.75,Gray,24,8/4/2021,Active
2774,PRD002774,Mini T-Shirt 2774,1,78,10,30441.54,47613.86,455,20,16.52,White,12,11/10/2022,Active
2775,PRD002775,Max Chair 2775,5,10,96,23456.64,34509.42,344,10,15.8,Blue,24,3/15/2024,Active
2776,PRD002776,Portable T-Shirt 2776,24,97,282,7410.74,11685.96,210,30,2.5,Silver,6,3/18/2025,Active
2777,PRD002777,Mini Speaker 2777,19,20,117,25155.5,38801.18,268,10,18.59,Gray,12,3/16/2025,Active
2778,PRD002778,Portable Backpack 2778,15,98,48,27867.11,43313.99,262,50,18.57,Blue,36,5/26/2022,Active
2779,PRD002779,Ultra Bottle 2779,19,45,43,463.68,558.09,124,20,23.54,White,6,11/16/2025,Active
2780,PRD002780,Ultra Printer 2780,25,27,10,23235.81,32842.64,415,20,0.28,Black,36,4/8/2021,Active
2781,PRD002781,Smart Headphones 2781,2,40,235,21338.64,32380.32,108,20,8.16,Black,36,10/21/2022,Active
2782,PRD002782,Smart Sofa 2782,9,52,72,16398.18,19946.58,336,50,8.67,White,6,8/8/2021,Active
2783,PRD002783,Smart Fan 2783,23,54,1,9638.27,14326.79,406,10,8.01,Black,12,12/6/2022,Active
2784,PRD002784,Smart Speaker 2784,10,41,293,10945.73,16406.75,225,30,4.83,White,36,6/23/2025,Active
2785,PRD002785,Eco Backpack 2785,7,77,141,18820.18,21749.26,136,30,7.34,White,12,1/24/2022,Active
2786,PRD002786,Premium Tablet 2786,8,56,28,16541.45,23459.5,116,30,23.92,Gray,6,3/18/2021,Active
2787,PRD002787,Max Bag 2787,24,81,198,37797.08,48510.93,340,50,7.53,White,36,5/7/2022,Active
2788,PRD002788,Compact Phone 2788,2,75,164,48734.32,73659.23,136,50,12.51,White,24,10/18/2026,Active
2789,PRD002789,Portable T-Shirt 2789,21,47,207,10261.67,15716.37,275,10,18.47,Red,24,5/14/2026,Active
2790,PRD002790,Premium Mouse 2790,9,85,189,16688.54,26150.78,180,10,1,Silver,12,6/26/2022,Active
2791,PRD002791,Max Mouse 2791,2,82,179,28884.7,39136.11,34,20,8.88,Black,12,1/13/2022,Active
2792,PRD002792,Advanced Jeans 2792,23,82,266,21677.88,30135.64,353,10,6.3,Red,6,10/24/2021,Active
2793,PRD002793,Eco Bag 2793,19,20,163,19217.05,23193.43,187,20,9.47,White,6,2/22/2024,Active
2794,PRD002794,Eco Helmet 2794,13,69,129,10206.4,16021.08,162,20,10.4,Silver,24,4/15/2022,Active
2795,PRD002795,Max SSD 2795,22,82,67,32546.95,38163.9,106,50,11.64,Blue,6,3/12/2023,Active
2796,PRD002796,Smart Book 2796,12,48,44,42483.25,67117.73,445,50,14.12,Green,12,11/7/2022,Active
2797,PRD002797,Mini Backpack 2797,12,83,234,44401.66,51141.83,131,20,0.27,Red,6,11/3/2025,Active
2798,PRD002798,Advanced Shoes 2798,10,57,205,49830.24,58166.71,12,50,18.17,Red,36,5/2/2026,Active
2799,PRD002799,Elite Mouse 2799,3,30,87,10696.26,13451.65,273,10,20.56,Red,24,9/3/2024,Active
2800,PRD002800,Compact Mixer 2800,13,36,134,12171.24,18295.05,203,20,4.58,Silver,36,3/3/2022,Active
2801,PRD002801,Advanced Blender 2801,9,19,283,45042.72,67229.69,253,30,1.62,White,36,11/24/2026,Active
2802,PRD002802,Advanced Mouse 2802,3,80,118,2446.74,3688.05,230,10,7.93,Black,36,10/2/2022,Active
2803,PRD002803,Digital SSD 2803,24,68,42,3091.86,3574.09,87,20,16.94,Blue,36,3/5/2023,Active
2804,PRD002804,Advanced Vacuum 2804,1,93,293,24311.86,38014.76,309,10,11.09,Blue,12,9/4/2024,Active
2805,PRD002805,Classic Watch 2805,14,81,161,9230.68,13806.36,200,20,5.43,Black,12,4/14/2024,Active
2806,PRD002806,Portable Bag 2806,13,79,198,18370.94,29305.4,252,20,22.15,Red,36,12/28/2022,Active
2807,PRD002807,Digital Monitor 2807,21,39,20,41403.04,62758.72,297,50,4.57,Blue,24,2/6/2025,Active
2808,PRD002808,Pro Fan 2808,22,89,184,35415.14,45051.52,252,50,12.53,White,12,11/26/2026,Active
2809,PRD002809,Elite Chair 2809,2,74,148,27854.05,39384.55,97,30,24.85,Green,12,9/13/2024,Active
2810,PRD002810,Max Helmet 2810,4,52,176,664.33,890.22,265,50,14.78,White,12,3/4/2024,Active
2811,PRD002811,Max Fan 2811,9,72,201,47691.02,66082.33,251,20,12.26,Blue,6,2/10/2024,Active
2812,PRD002812,Max Phone 2812,12,58,136,45595.98,52518.47,384,20,5.24,Red,6,5/26/2022,Active
2813,PRD002813,Mini Phone 2813,13,50,300,28358.52,40378.3,45,50,17.79,Silver,6,4/13/2024,Active
2814,PRD002814,Classic Chair 2814,15,90,32,46950.98,55612.42,432,30,20.41,Red,6,9/20/2024,Active
2815,PRD002815,Digital SSD 2815,1,71,52,17149.37,24664.49,70,10,11.34,Green,12,7/22/2023,Active
2816,PRD002816,Ultra Watch 2816,19,1,179,49850.57,76329.4,210,10,17.06,Black,36,2/6/2024,Active
2817,PRD002817,Advanced Tablet 2817,19,42,255,15830.7,23627.62,128,20,9.37,Silver,36,11/11/2026,Active
2818,PRD002818,Digital Mixer 2818,8,3,18,22509.52,35631.54,216,10,17.74,Blue,24,2/11/2023,Active
2819,PRD002819,Luxury Book 2819,4,43,89,22507.85,33011.58,355,10,20.9,Gray,6,3/22/2021,Active
2820,PRD002820,Essential Toy 2820,10,10,28,44671.83,64326.48,162,20,0.42,Blue,6,4/19/2021,Active
2821,PRD002821,Mini Vacuum 2821,5,91,6,14024.4,18096.48,166,30,0.7,Blue,24,6/17/2023,Active
2822,PRD002822,Mini Printer 2822,23,9,246,12333.49,16304.43,78,50,23.41,Black,24,7/3/2024,Active
2823,PRD002823,Elite Shoes 2823,14,15,194,7498.27,10844.71,261,10,9.45,Green,36,3/9/2024,Active
2824,PRD002824,Mini Bag 2824,11,19,18,18933.13,22126.15,143,50,13.9,Green,36,10/7/2026,Active
2825,PRD002825,Elite Bag 2825,13,69,199,13725.18,20014.2,163,50,0.92,Black,6,5/12/2023,Active
2826,PRD002826,Mini Keyboard 2826,10,57,80,35045.68,53972.83,83,10,22.5,Green,6,6/8/2025,Active
2827,PRD002827,Smart T-Shirt 2827,24,81,204,36938.67,56022.98,397,30,4.91,Black,12,4/20/2021,Active
2828,PRD002828,Portable Book 2828,19,18,154,15130.19,19086.14,363,30,24.69,Gray,6,1/21/2025,Active
2829,PRD002829,Premium Toy 2829,10,73,157,36033.48,43006.91,355,20,4.45,Green,12,12/10/2022,Active
2830,PRD002830,Compact Book 2830,4,42,261,38721.3,57024.09,152,10,5.09,Black,36,2/21/2022,Active
2831,PRD002831,Classic Vacuum 2831,24,57,121,34257.22,49274.29,265,50,10.4,Red,12,6/24/2023,Active
2832,PRD002832,Classic SSD 2832,10,55,81,22879.36,34466.45,378,10,8.46,Silver,12,6/3/2024,Active
2833,PRD002833,Essential Book 2833,16,73,43,38381.67,47039.86,305,10,15.64,Green,36,4/2/2026,Active
2834,PRD002834,Advanced Power Bank 2834,5,1,134,48143.59,60256.47,124,10,16.42,Gray,12,9/13/2022,Active
2835,PRD002835,Smart Watch 2835,17,53,183,4126.13,6048.36,293,30,3.07,Gray,12,12/11/2024,Active
2836,PRD002836,Portable Backpack 2836,4,18,188,48767.42,56701.66,420,10,2.72,Blue,12,10/19/2026,Active
2837,PRD002837,Portable Mixer 2837,7,38,296,21253.1,27017.14,207,20,15.2,Black,24,1/26/2026,Active
2838,PRD002838,Compact Watch 2838,21,67,225,14920.69,22042.12,224,20,23.57,Green,12,5/28/2021,Active
2839,PRD002839,Mini Keyboard 2839,16,101,43,39965.4,52924.32,187,30,16.29,White,24,8/18/2024,Active
2840,PRD002840,Eco Monitor 2840,17,7,49,44907.93,63564.85,475,20,11.4,Black,12,5/25/2026,Active
2841,PRD002841,Mini Blender 2841,23,35,113,30121.39,41875.39,300,30,18.2,Blue,36,3/14/2023,Active
2842,PRD002842,Advanced Tablet 2842,15,10,139,41331.49,58992.79,111,10,6.95,White,24,12/13/2024,Active
2843,PRD002843,Advanced T-Shirt 2843,21,63,153,22295.8,35054.91,419,10,23.5,Green,24,9/20/2025,Active
2844,PRD002844,Portable Book 2844,10,12,252,36464.77,57360.44,255,20,8.76,Green,24,6/25/2023,Active
2845,PRD002845,Wireless Chair 2845,15,87,226,34279.38,42052.17,184,30,10.78,Silver,24,10/17/2025,Active
2846,PRD002846,Essential Printer 2846,11,81,240,39093.27,52949.57,482,30,5.07,Gray,12,4/8/2023,Active
2847,PRD002847,Premium Mixer 2847,20,53,104,45774.97,71007.73,356,30,21.19,Red,24,6/13/2023,Active
2848,PRD002848,Eco Chair 2848,9,28,243,41594.64,47967.08,175,50,20.49,Blue,12,1/1/2021,Active
2849,PRD002849,Mini Tablet 2849,13,76,191,31904.74,41521.03,351,20,3.94,Silver,36,9/7/2024,Active
2850,PRD002850,Compact Speaker 2850,23,34,50,34963.5,47953.46,461,20,21.17,White,24,1/25/2022,Active
2851,PRD002851,Advanced Blender 2851,5,78,19,49673.88,75549.48,378,30,10.74,Green,24,9/27/2022,Active
2852,PRD002852,Smart Laptop 2852,13,19,114,32680.91,52211.92,464,20,21.76,White,12,5/10/2022,Active
2853,PRD002853,Digital Book 2853,15,27,44,6520.38,8049.63,394,30,15.67,Blue,24,11/19/2024,Active
2854,PRD002854,Compact Bottle 2854,18,88,6,44342.59,65757.72,390,50,17.48,Black,12,2/13/2025,Active
2855,PRD002855,Smart Helmet 2855,14,57,54,38016.68,56308.04,35,30,10.83,Silver,36,10/27/2022,Active
2856,PRD002856,Compact Camera 2856,18,40,124,2859.98,4233.97,156,10,19.36,Gray,6,5/14/2025,Active
2857,PRD002857,Digital Blender 2857,1,101,258,34908.66,40246.56,388,10,2.65,Green,36,11/18/2022,Active
2858,PRD002858,Classic Speaker 2858,17,57,94,37641.71,56269.98,391,50,13.5,Green,12,8/25/2025,Active
2859,PRD002859,Digital Phone 2859,25,92,17,1071.12,1538.48,106,20,15.57,Silver,12,7/24/2025,Active
2860,PRD002860,Pro Camera 2860,25,56,57,34187.66,41841.52,300,10,4.97,Gray,36,4/15/2026,Active
2861,PRD002861,Classic T-Shirt 2861,25,79,164,49304.94,76860.27,315,30,23.76,Black,36,5/15/2025,Active
2862,PRD002862,Mini Speaker 2862,23,84,38,1279.46,1929.33,105,10,19.94,Red,12,2/17/2022,Active
2863,PRD002863,Compact Bag 2863,22,74,44,39739.06,59251.69,139,30,12.63,Blue,6,4/10/2022,Active
2864,PRD002864,Wireless Laptop 2864,12,63,255,8590.35,12245.48,233,30,10.71,Silver,24,7/3/2021,Active
